entry_id,line_number,entry_date,timestamp,entity_id,cost_center_id,account_code,account_name,financial_statement,financial_class,entry_type,currency_code,amount_local,exchange_rate_to_usd,amount_usd,document_reference,description
GL-2024-00000089,2,2024-01-01,2024-01-01 14:36:54,ENT-01,CC-500,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,CREDIT,USD,38091.95,1.0,38091.95,DOC-2401-888677,Dispersión de nómina y cargas laborales ref: DOC-2401-888677
GL-2024-00000090,1,2024-01-01,2024-01-01 14:37:57,ENT-02,CC-300,5.1.01.01,Costo de Ventas - Infraestructura de Entrega,INCOME_STATEMENT,COSTOS,DEBIT,EUR,13718.69,1.080609434159509,14824.55,DOC-2401-791715,Reconocimiento de costo directo por entrega de servicio ref: DOC-2401-791715
GL-2024-00000090,2,2024-01-01,2024-01-01 14:37:57,ENT-02,CC-300,1.1.04.01,Inventario de Servidores y Equipos,BALANCE_SHEET,ACTIVO,CREDIT,EUR,13718.69,1.080609434159509,14824.55,DOC-2401-791715,Reconocimiento de costo directo por entrega de servicio ref: DOC-2401-791715
GL-2024-00000091,1,2024-01-01,2024-01-01 14:38:19,ENT-01,CC-400,6.3.01.01,"Gastos de Infraestructura Cloud (AWS, Databricks, Snowflake)",INCOME_STATEMENT,GASTOS,DEBIT,USD,6794.8,1.0,6794.8,DOC-2401-712301,"Consumo de clusters Databricks, Snowflake y AWS ref: DOC-2401-712301"
GL-2024-00000091,2,2024-01-01,2024-01-01 14:38:19,ENT-01,CC-400,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,CREDIT,USD,6794.8,1.0,6794.8,DOC-2401-712301,"Consumo de clusters Databricks, Snowflake y AWS ref: DOC-2401-712301"
GL-2024-00000092,1,2024-01-01,2024-01-01 14:39:23,ENT-02,CC-100,6.1.03.01,Gasto de Depreciación y Amortización,INCOME_STATEMENT,GASTOS,DEBIT,EUR,2309.37,1.080609434159509,2495.53,DOC-2401-178475,Asiento de ajuste mensual por depreciación lineal ref: DOC-2401-178475
GL-2024-00000092,2,2024-01-01,2024-01-01 14:39:23,ENT-02,CC-100,1.2.02.01,Depreciación Acumulada de Equipos,BALANCE_SHEET,ACTIVO,CREDIT,EUR,2309.37,1.080609434159509,2495.53,DOC-2401-178475,Asiento de ajuste mensual por depreciación lineal ref: DOC-2401-178475
GL-2024-00000093,1,2024-01-01,2024-01-01 15:02:54,ENT-01,CC-100,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,DEBIT,USD,2012.57,1.0,2012.57,DOC-2401-592318,Liquidación y cobro de factura por transferencia ref: DOC-2401-592318
GL-2024-00000093,2,2024-01-01,2024-01-01 15:02:54,ENT-01,CC-100,1.1.03.01,Cuentas por Cobrar Comerciales,BALANCE_SHEET,ACTIVO,CREDIT,USD,2012.57,1.0,2012.57,DOC-2401-592318,Liquidación y cobro de factura por transferencia ref: DOC-2401-592318
GL-2024-00000094,1,2024-01-01,2024-01-01 15:03:37,ENT-01,CC-300,5.1.01.01,Costo de Ventas - Infraestructura de Entrega,INCOME_STATEMENT,COSTOS,DEBIT,USD,8589.51,1.0,8589.51,DOC-2401-478011,Reconocimiento de costo directo por entrega de servicio ref: DOC-2401-478011
GL-2024-00000094,2,2024-01-01,2024-01-01 15:03:37,ENT-01,CC-300,1.1.04.01,Inventario de Servidores y Equipos,BALANCE_SHEET,ACTIVO,CREDIT,USD,8589.51,1.0,8589.51,DOC-2401-478011,Reconocimiento de costo directo por entrega de servicio ref: DOC-2401-478011
GL-2024-00000095,1,2024-01-01,2024-01-01 15:05:22,ENT-01,CC-400,6.3.01.01,"Gastos de Infraestructura Cloud (AWS, Databricks, Snowflake)",INCOME_STATEMENT,GASTOS,DEBIT,USD,4726.74,1.0,4726.74,DOC-2401-444480,"Consumo de clusters Databricks, Snowflake y AWS ref: DOC-2401-444480"
GL-2024-00000095,2,2024-01-01,2024-01-01 15:05:22,ENT-01,CC-400,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,CREDIT,USD,4726.74,1.0,4726.74,DOC-2401-444480,"Consumo de clusters Databricks, Snowflake y AWS ref: DOC-2401-444480"
GL-2024-00000096,1,2024-01-01,2024-01-01 15:08:12,ENT-02,CC-400,6.3.01.01,"Gastos de Infraestructura Cloud (AWS, Databricks, Snowflake)",INCOME_STATEMENT,GASTOS,DEBIT,EUR,9695.28,1.080609434159509,10476.81,DOC-2401-555366,"Consumo de clusters Databricks, Snowflake y AWS ref: DOC-2401-555366"
GL-2024-00000096,2,2024-01-01,2024-01-01 15:08:12,ENT-02,CC-400,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,CREDIT,EUR,9695.28,1.080609434159509,10476.81,DOC-2401-555366,"Consumo de clusters Databricks, Snowflake y AWS ref: DOC-2401-555366"
GL-2024-00000097,1,2024-01-01,2024-01-01 15:08:13,ENT-01,CC-400,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,DEBIT,USD,9731.05,1.0,9731.05,DOC-2401-479733,Servicios profesionales de ingeniería y datos ref: DOC-2401-479733
GL-2024-00000097,2,2024-01-01,2024-01-01 15:08:13,ENT-01,CC-400,4.1.02.01,Ingresos por Servicios de Consultoría e Implementación,INCOME_STATEMENT,INGRESOS,CREDIT,USD,9731.05,1.0,9731.05,DOC-2401-479733,Servicios profesionales de ingeniería y datos ref: DOC-2401-479733
GL-2024-00000098,1,2024-01-01,2024-01-01 15:18:05,ENT-01,CC-100,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,DEBIT,USD,16755.97,1.0,16755.97,DOC-2401-857427,Liquidación y cobro de factura por transferencia ref: DOC-2401-857427
GL-2024-00000098,2,2024-01-01,2024-01-01 15:18:05,ENT-01,CC-100,1.1.03.01,Cuentas por Cobrar Comerciales,BALANCE_SHEET,ACTIVO,CREDIT,USD,16755.97,1.0,16755.97,DOC-2401-857427,Liquidación y cobro de factura por transferencia ref: DOC-2401-857427
GL-2024-00000099,1,2024-01-01,2024-01-01 15:19:46,ENT-01,CC-200,6.2.01.01,"Gastos de Publicidad, Pauta Digital y Eventos",INCOME_STATEMENT,GASTOS,DEBIT,USD,17856.08,1.0,17856.08,DOC-2401-633532,Inversión en pauta publicitaria SEM y social ads ref: DOC-2401-633532
GL-2024-00000099,2,2024-01-01,2024-01-01 15:19:46,ENT-01,CC-200,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,CREDIT,USD,17856.08,1.0,17856.08,DOC-2401-633532,Inversión en pauta publicitaria SEM y social ads ref: DOC-2401-633532
GL-2024-00000100,1,2024-01-01,2024-01-01 15:23:28,ENT-04,CC-200,6.2.01.01,"Gastos de Publicidad, Pauta Digital y Eventos",INCOME_STATEMENT,GASTOS,DEBIT,VES,440854.69,0.027863444255095928,12283.73,DOC-2401-431854,Inversión en pauta publicitaria SEM y social ads ref: DOC-2401-431854
GL-2024-00000100,2,2024-01-01,2024-01-01 15:23:28,ENT-04,CC-200,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,CREDIT,VES,440854.69,0.027863444255095928,12283.73,DOC-2401-431854,Inversión en pauta publicitaria SEM y social ads ref: DOC-2401-431854
GL-2024-00000101,1,2024-01-01,2024-01-01 15:24:52,ENT-04,CC-400,6.3.01.01,"Gastos de Infraestructura Cloud (AWS, Databricks, Snowflake)",INCOME_STATEMENT,GASTOS,DEBIT,VES,868137.47,0.027863444255095928,24189.3,DOC-2401-739240,"Consumo de clusters Databricks, Snowflake y AWS ref: DOC-2401-739240"
GL-2024-00000101,2,2024-01-01,2024-01-01 15:24:52,ENT-04,CC-400,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,CREDIT,VES,868137.47,0.027863444255095928,24189.3,DOC-2401-739240,"Consumo de clusters Databricks, Snowflake y AWS ref: DOC-2401-739240"
GL-2024-00000102,1,2024-01-01,2024-01-01 15:34:43,ENT-02,CC-100,2.1.01.01,Cuentas por Pagar Proveedores,BALANCE_SHEET,PASIVO,DEBIT,EUR,10341.24,1.080609434159509,11174.84,DOC-2401-348163,Pago electrónico a proveedor de hardware ref: DOC-2401-348163
GL-2024-00000102,2,2024-01-01,2024-01-01 15:34:43,ENT-02,CC-100,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,CREDIT,EUR,10341.24,1.080609434159509,11174.84,DOC-2401-348163,Pago electrónico a proveedor de hardware ref: DOC-2401-348163
GL-2024-00000103,1,2024-01-01,2024-01-01 15:54:33,ENT-01,CC-400,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,DEBIT,USD,4300.44,1.0,4300.44,DOC-2401-389795,Servicios profesionales de ingeniería y datos ref: DOC-2401-389795
GL-2024-00000103,2,2024-01-01,2024-01-01 15:54:33,ENT-01,CC-400,4.1.02.01,Ingresos por Servicios de Consultoría e Implementación,INCOME_STATEMENT,INGRESOS,CREDIT,USD,4300.44,1.0,4300.44,DOC-2401-389795,Servicios profesionales de ingeniería y datos ref: DOC-2401-389795
GL-2024-00000104,1,2024-01-01,2024-01-01 15:57:05,ENT-04,CC-300,5.1.01.01,Costo de Ventas - Infraestructura de Entrega,INCOME_STATEMENT,COSTOS,DEBIT,VES,489875.55,0.027863444255095928,13649.62,DOC-2401-284631,Reconocimiento de costo directo por entrega de servicio ref: DOC-2401-284631
GL-2024-00000104,2,2024-01-01,2024-01-01 15:57:05,ENT-04,CC-300,1.1.04.01,Inventario de Servidores y Equipos,BALANCE_SHEET,ACTIVO,CREDIT,VES,489875.55,0.027863444255095928,13649.62,DOC-2401-284631,Reconocimiento de costo directo por entrega de servicio ref: DOC-2401-284631
GL-2024-00000105,1,2024-01-01,2024-01-01 16:15:26,ENT-03,CC-300,1.1.04.01,Inventario de Servidores y Equipos,BALANCE_SHEET,ACTIVO,DEBIT,COP,183840459.35,0.0002536460154885451,46630.4,DOC-2401-111394,Adquisición de racks y hardware especializado ref: DOC-2401-111394
GL-2024-00000105,2,2024-01-01,2024-01-01 16:15:26,ENT-03,CC-300,2.1.01.01,Cuentas por Pagar Proveedores,BALANCE_SHEET,PASIVO,CREDIT,COP,183840459.35,0.0002536460154885451,46630.4,DOC-2401-111394,Adquisición de racks y hardware especializado ref: DOC-2401-111394
GL-2024-00000106,1,2024-01-01,2024-01-01 16:37:58,ENT-03,CC-100,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,DEBIT,COP,134344669.02,0.0002536460154885451,34075.99,DOC-2401-184609,Liquidación y cobro de factura por transferencia ref: DOC-2401-184609
GL-2024-00000106,2,2024-01-01,2024-01-01 16:37:58,ENT-03,CC-100,1.1.03.01,Cuentas por Cobrar Comerciales,BALANCE_SHEET,ACTIVO,CREDIT,COP,134344669.02,0.0002536460154885451,34075.99,DOC-2401-184609,Liquidación y cobro de factura por transferencia ref: DOC-2401-184609
GL-2024-00000107,1,2024-01-01,2024-01-01 16:49:43,ENT-01,CC-400,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,DEBIT,USD,18090.24,1.0,18090.24,DOC-2401-434766,Servicios profesionales de ingeniería y datos ref: DOC-2401-434766
GL-2024-00000107,2,2024-01-01,2024-01-01 16:49:43,ENT-01,CC-400,4.1.02.01,Ingresos por Servicios de Consultoría e Implementación,INCOME_STATEMENT,INGRESOS,CREDIT,USD,18090.24,1.0,18090.24,DOC-2401-434766,Servicios profesionales de ingeniería y datos ref: DOC-2401-434766
GL-2024-00000108,1,2024-01-01,2024-01-01 17:18:50,ENT-01,CC-300,1.1.04.01,Inventario de Servidores y Equipos,BALANCE_SHEET,ACTIVO,DEBIT,USD,26675.98,1.0,26675.98,DOC-2401-741566,Adquisición de racks y hardware especializado ref: DOC-2401-741566
GL-2024-00000108,2,2024-01-01,2024-01-01 17:18:50,ENT-01,CC-300,2.1.01.01,Cuentas por Pagar Proveedores,BALANCE_SHEET,PASIVO,CREDIT,USD,26675.98,1.0,26675.98,DOC-2401-741566,Adquisición de racks y hardware especializado ref: DOC-2401-741566
GL-2024-00000109,1,2024-01-01,2024-01-01 17:35:08,ENT-01,CC-100,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,DEBIT,USD,12965.89,1.0,12965.89,DOC-2401-859666,Liquidación y cobro de factura por transferencia ref: DOC-2401-859666
GL-2024-00000109,2,2024-01-01,2024-01-01 17:35:08,ENT-01,CC-100,1.1.03.01,Cuentas por Cobrar Comerciales,BALANCE_SHEET,ACTIVO,CREDIT,USD,12965.89,1.0,12965.89,DOC-2401-859666,Liquidación y cobro de factura por transferencia ref: DOC-2401-859666
GL-2024-00000110,1,2024-01-01,2024-01-01 17:36:09,ENT-04,CC-200,1.1.03.01,Cuentas por Cobrar Comerciales,BALANCE_SHEET,ACTIVO,DEBIT,VES,840807.04,0.027863444255095928,23427.78,DOC-2401-546427,Facturación suscripción anual SaaS cliente ref: DOC-2401-546427
GL-2024-00000110,2,2024-01-01,2024-01-01 17:36:09,ENT-04,CC-200,4.1.01.01,Ingresos por Suscripciones SaaS y Licencias,INCOME_STATEMENT,INGRESOS,CREDIT,VES,840807.04,0.027863444255095928,23427.78,DOC-2401-546427,Facturación suscripción anual SaaS cliente ref: DOC-2401-546427
GL-2024-00000111,1,2024-01-01,2024-01-01 17:52:23,ENT-02,CC-500,6.1.01.01,Gastos de Salarios y Prestaciones de Personal,INCOME_STATEMENT,GASTOS,DEBIT,EUR,118572.63,1.080609434159509,128130.7,DOC-2401-494222,Dispersión de nómina y cargas laborales ref: DOC-2401-494222
GL-2024-00000111,2,2024-01-01,2024-01-01 17:52:23,ENT-02,CC-500,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,CREDIT,EUR,118572.63,1.080609434159509,128130.7,DOC-2401-494222,Dispersión de nómina y cargas laborales ref: DOC-2401-494222
GL-2024-00000112,1,2024-01-01,2024-01-01 18:05:03,ENT-01,CC-300,1.1.04.01,Inventario de Servidores y Equipos,BALANCE_SHEET,ACTIVO,DEBIT,USD,29897.23,1.0,29897.23,DOC-2401-982539,Adquisición de racks y hardware especializado ref: DOC-2401-982539
GL-2024-00000112,2,2024-01-01,2024-01-01 18:05:03,ENT-01,CC-300,2.1.01.01,Cuentas por Pagar Proveedores,BALANCE_SHEET,PASIVO,CREDIT,USD,29897.23,1.0,29897.23,DOC-2401-982539,Adquisición de racks y hardware especializado ref: DOC-2401-982539
GL-2024-00000113,1,2024-01-01,2024-01-01 18:09:42,ENT-01,CC-200,1.1.03.01,Cuentas por Cobrar Comerciales,BALANCE_SHEET,ACTIVO,DEBIT,USD,23145.56,1.0,23145.56,DOC-2401-538312,Facturación suscripción anual SaaS cliente ref: DOC-2401-538312
GL-2024-00000113,2,2024-01-01,2024-01-01 18:09:42,ENT-01,CC-200,4.1.01.01,Ingresos por Suscripciones SaaS y Licencias,INCOME_STATEMENT,INGRESOS,CREDIT,USD,23145.56,1.0,23145.56,DOC-2401-538312,Facturación suscripción anual SaaS cliente ref: DOC-2401-538312
GL-2024-00000114,1,2024-01-01,2024-01-01 18:12:34,ENT-02,CC-400,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,DEBIT,EUR,12815.31,1.080609434159509,13848.34,DOC-2401-837546,Servicios profesionales de ingeniería y datos ref: DOC-2401-837546
GL-2024-00000114,2,2024-01-01,2024-01-01 18:12:34,ENT-02,CC-400,4.1.02.01,Ingresos por Servicios de Consultoría e Implementación,INCOME_STATEMENT,INGRESOS,CREDIT,EUR,12815.31,1.080609434159509,13848.34,DOC-2401-837546,Servicios profesionales de ingeniería y datos ref: DOC-2401-837546
GL-2024-00000115,1,2024-01-01,2024-01-01 18:13:54,ENT-01,CC-100,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,DEBIT,USD,41656.78,1.0,41656.78,DOC-2401-662132,Liquidación y cobro de factura por transferencia ref: DOC-2401-662132
GL-2024-00000115,2,2024-01-01,2024-01-01 18:13:54,ENT-01,CC-100,1.1.03.01,Cuentas por Cobrar Comerciales,BALANCE_SHEET,ACTIVO,CREDIT,USD,41656.78,1.0,41656.78,DOC-2401-662132,Liquidación y cobro de factura por transferencia ref: DOC-2401-662132
GL-2024-00000116,1,2024-01-01,2024-01-01 18:18:03,ENT-03,CC-400,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,DEBIT,COP,76558821.41,0.0002536460154885451,19418.84,DOC-2401-396298,Servicios profesionales de ingeniería y datos ref: DOC-2401-396298
GL-2024-00000116,2,2024-01-01,2024-01-01 18:18:03,ENT-03,CC-400,4.1.02.01,Ingresos por Servicios de Consultoría e Implementación,INCOME_STATEMENT,INGRESOS,CREDIT,COP,76558821.41,0.0002536460154885451,19418.84,DOC-2401-396298,Servicios profesionales de ingeniería y datos ref: DOC-2401-396298
GL-2024-00000117,1,2024-01-01,2024-01-01 18:27:48,ENT-03,CC-400,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,DEBIT,COP,22218563.1,0.0002536460154885451,5635.65,DOC-2401-942311,Servicios profesionales de ingeniería y datos ref: DOC-2401-942311
GL-2024-00000117,2,2024-01-01,2024-01-01 18:27:48,ENT-03,CC-400,4.1.02.01,Ingresos por Servicios de Consultoría e Implementación,INCOME_STATEMENT,INGRESOS,CREDIT,COP,22218563.1,0.0002536460154885451,5635.65,DOC-2401-942311,Servicios profesionales de ingeniería y datos ref: DOC-2401-942311
GL-2024-00000118,1,2024-01-01,2024-01-01 18:34:55,ENT-03,CC-100,6.4.01.01,"Gastos Financieros, Comisiones y Diferencial Cambiario",INCOME_STATEMENT,GASTOS,DEBIT,COP,14830313.78,0.0002536460154885451,3761.65,DOC-2401-492768,Ajuste por fluctuación cambiaria y gastos bancarios ref: DOC-2401-492768
GL-2024-00000118,2,2024-01-01,2024-01-01 18:34:55,ENT-03,CC-100,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,CREDIT,COP,14830313.78,0.0002536460154885451,3761.65,DOC-2401-492768,Ajuste por fluctuación cambiaria y gastos bancarios ref: DOC-2401-492768
GL-2024-00000119,1,2024-01-01,2024-01-01 18:48:31,ENT-01,CC-100,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,DEBIT,USD,14875.2,1.0,14875.2,DOC-2401-787704,Liquidación y cobro de factura por transferencia ref: DOC-2401-787704
GL-2024-00000119,2,2024-01-01,2024-01-01 18:48:31,ENT-01,CC-100,1.1.03.01,Cuentas por Cobrar Comerciales,BALANCE_SHEET,ACTIVO,CREDIT,USD,14875.2,1.0,14875.2,DOC-2401-787704,Liquidación y cobro de factura por transferencia ref: DOC-2401-787704
GL-2024-00000120,1,2024-01-01,2024-01-01 19:10:49,ENT-02,CC-200,1.1.03.01,Cuentas por Cobrar Comerciales,BALANCE_SHEET,ACTIVO,DEBIT,EUR,36626.31,1.080609434159509,39578.74,DOC-2401-638695,Facturación suscripción anual SaaS cliente ref: DOC-2401-638695
GL-2024-00000120,2,2024-01-01,2024-01-01 19:10:49,ENT-02,CC-200,4.1.01.01,Ingresos por Suscripciones SaaS y Licencias,INCOME_STATEMENT,INGRESOS,CREDIT,EUR,36626.31,1.080609434159509,39578.74,DOC-2401-638695,Facturación suscripción anual SaaS cliente ref: DOC-2401-638695
GL-2024-00000121,1,2024-01-01,2024-01-01 19:21:25,ENT-02,CC-300,1.1.04.01,Inventario de Servidores y Equipos,BALANCE_SHEET,ACTIVO,DEBIT,EUR,22765.49,1.080609434159509,24600.6,DOC-2401-991270,Adquisición de racks y hardware especializado ref: DOC-2401-991270
GL-2024-00000121,2,2024-01-01,2024-01-01 19:21:25,ENT-02,CC-300,2.1.01.01,Cuentas por Pagar Proveedores,BALANCE_SHEET,PASIVO,CREDIT,EUR,22765.49,1.080609434159509,24600.6,DOC-2401-991270,Adquisición de racks y hardware especializado ref: DOC-2401-991270
GL-2024-00000122,1,2024-01-01,2024-01-01 19:31:32,ENT-02,CC-100,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,DEBIT,EUR,26268.3,1.080609434159509,28385.77,DOC-2401-178813,Liquidación y cobro de factura por transferencia ref: DOC-2401-178813
GL-2024-00000122,2,2024-01-01,2024-01-01 19:31:32,ENT-02,CC-100,1.1.03.01,Cuentas por Cobrar Comerciales,BALANCE_SHEET,ACTIVO,CREDIT,EUR,26268.3,1.080609434159509,28385.77,DOC-2401-178813,Liquidación y cobro de factura por transferencia ref: DOC-2401-178813
GL-2024-00000123,1,2024-01-01,2024-01-01 19:37:42,ENT-01,CC-300,5.1.01.01,Costo de Ventas - Infraestructura de Entrega,INCOME_STATEMENT,COSTOS,DEBIT,USD,12187.42,1.0,12187.42,DOC-2401-834423,Reconocimiento de costo directo por entrega de servicio ref: DOC-2401-834423
GL-2024-00000123,2,2024-01-01,2024-01-01 19:37:42,ENT-01,CC-300,1.1.04.01,Inventario de Servidores y Equipos,BALANCE_SHEET,ACTIVO,CREDIT,USD,12187.42,1.0,12187.42,DOC-2401-834423,Reconocimiento de costo directo por entrega de servicio ref: DOC-2401-834423
GL-2024-00000124,1,2024-01-01,2024-01-01 19:52:25,ENT-01,CC-500,6.1.01.01,Gastos de Salarios y Prestaciones de Personal,INCOME_STATEMENT,GASTOS,DEBIT,USD,140814.17,1.0,140814.17,DOC-2401-200699,Dispersión de nómina y cargas laborales ref: DOC-2401-200699
GL-2024-00000124,2,2024-01-01,2024-01-01 19:52:25,ENT-01,CC-500,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,CREDIT,USD,140814.17,1.0,140814.17,DOC-2401-200699,Dispersión de nómina y cargas laborales ref: DOC-2401-200699
GL-2024-00000125,1,2024-01-01,2024-01-01 20:15:07,ENT-01,CC-400,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,DEBIT,USD,9294.05,1.0,9294.05,DOC-2401-341426,Servicios profesionales de ingeniería y datos ref: DOC-2401-341426
GL-2024-00000125,2,2024-01-01,2024-01-01 20:15:07,ENT-01,CC-400,4.1.02.01,Ingresos por Servicios de Consultoría e Implementación,INCOME_STATEMENT,INGRESOS,CREDIT,USD,9294.05,1.0,9294.05,DOC-2401-341426,Servicios profesionales de ingeniería y datos ref: DOC-2401-341426
GL-2024-00000126,1,2024-01-01,2024-01-01 20:22:39,ENT-02,CC-300,5.1.01.01,Costo de Ventas - Infraestructura de Entrega,INCOME_STATEMENT,COSTOS,DEBIT,EUR,5941.07,1.080609434159509,6419.98,DOC-2401-669851,Reconocimiento de costo directo por entrega de servicio ref: DOC-2401-669851
GL-2024-00000126,2,2024-01-01,2024-01-01 20:22:39,ENT-02,CC-300,1.1.04.01,Inventario de Servidores y Equipos,BALANCE_SHEET,ACTIVO,CREDIT,EUR,5941.07,1.080609434159509,6419.98,DOC-2401-669851,Reconocimiento de costo directo por entrega de servicio ref: DOC-2401-669851
GL-2024-00000127,1,2024-01-01,2024-01-01 20:43:20,ENT-01,CC-400,6.3.01.01,"Gastos de Infraestructura Cloud (AWS, Databricks, Snowflake)",INCOME_STATEMENT,GASTOS,DEBIT,USD,17501.92,1.0,17501.92,DOC-2401-950938,"Consumo de clusters Databricks, Snowflake y AWS ref: DOC-2401-950938"
GL-2024-00000127,2,2024-01-01,2024-01-01 20:43:20,ENT-01,CC-400,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,CREDIT,USD,17501.92,1.0,17501.92,DOC-2401-950938,"Consumo de clusters Databricks, Snowflake y AWS ref: DOC-2401-950938"
GL-2024-00000128,1,2024-01-01,2024-01-01 20:45:55,ENT-01,CC-100,6.1.03.01,Gasto de Depreciación y Amortización,INCOME_STATEMENT,GASTOS,DEBIT,USD,1794.82,1.0,1794.82,DOC-2401-505735,Asiento de ajuste mensual por depreciación lineal ref: DOC-2401-505735
GL-2024-00000128,2,2024-01-01,2024-01-01 20:45:55,ENT-01,CC-100,1.2.02.01,Depreciación Acumulada de Equipos,BALANCE_SHEET,ACTIVO,CREDIT,USD,1794.82,1.0,1794.82,DOC-2401-505735,Asiento de ajuste mensual por depreciación lineal ref: DOC-2401-505735
GL-2024-00000129,1,2024-01-01,2024-01-01 20:50:33,ENT-01,CC-100,2.1.01.01,Cuentas por Pagar Proveedores,BALANCE_SHEET,PASIVO,DEBIT,USD,57769.38,1.0,57769.38,DOC-2401-113603,Pago electrónico a proveedor de hardware ref: DOC-2401-113603
GL-2024-00000129,2,2024-01-01,2024-01-01 20:50:33,ENT-01,CC-100,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,CREDIT,USD,57769.38,1.0,57769.38,DOC-2401-113603,Pago electrónico a proveedor de hardware ref: DOC-2401-113603
GL-2024-00000130,1,2024-01-01,2024-01-01 20:52:12,ENT-02,CC-200,6.2.01.01,"Gastos de Publicidad, Pauta Digital y Eventos",INCOME_STATEMENT,GASTOS,DEBIT,EUR,13004.51,1.080609434159509,14052.8,DOC-2401-237862,Inversión en pauta publicitaria SEM y social ads ref: DOC-2401-237862
GL-2024-00000130,2,2024-01-01,2024-01-01 20:52:12,ENT-02,CC-200,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,CREDIT,EUR,13004.51,1.080609434159509,14052.8,DOC-2401-237862,Inversión en pauta publicitaria SEM y social ads ref: DOC-2401-237862
GL-2024-00000131,1,2024-01-01,2024-01-01 20:52:16,ENT-01,CC-200,1.1.03.01,Cuentas por Cobrar Comerciales,BALANCE_SHEET,ACTIVO,DEBIT,USD,26038.14,1.0,26038.14,DOC-2401-932460,Facturación suscripción anual SaaS cliente ref: DOC-2401-932460
GL-2024-00000131,2,2024-01-01,2024-01-01 20:52:16,ENT-01,CC-200,4.1.01.01,Ingresos por Suscripciones SaaS y Licencias,INCOME_STATEMENT,INGRESOS,CREDIT,USD,26038.14,1.0,26038.14,DOC-2401-932460,Facturación suscripción anual SaaS cliente ref: DOC-2401-932460
GL-2024-00000132,1,2024-01-01,2024-01-01 21:02:19,ENT-04,CC-100,1.1.02.01,Banco Operativo Principal,BALANCE_SHEET,ACTIVO,DEBIT,VES,639396.19,0.027863444255095928,17815.78,DOC-2401-644846,Liquidación y cobro de factura por transferencia ref: DOC-2401-644846
GL-2024-00000132,2,2024-01-01,2024-01-01 21:02:19,ENT-04,CC-100,1.1.03.01,Cuentas por Cobrar Comerciales,BALANCE_SHEET,ACTIVO,CREDIT,VES,639396.19,0.027863444255095928,17815.78,DOC-2401-644846,Liquidación y cobro de factura por transferencia ref: DOC-2401-644846
GL-2024-00000133,1,2024-01-01,2024-01-01 21:07:48,ENT-02,CC-200,1.1.03.01,Cuentas por Cobrar Comerciales,BALANCE_SHEET,ACTIVO,DEBIT,EUR,23392.19,1.080609434159509,25277.82,DOC-2401-418133,Facturación suscripción anual SaaS cliente ref: DOC-2401-418133
GL-2024-00000133,2,2024-01-01,2024-01-01 21:07:48,ENT-02,CC-200,4.1.01.01,Ingresos por Suscripciones SaaS y Licencias,INCOME_STATEMENT,INGRESOS,CREDIT,EUR,23392.19,1.080609434159509,25277.82,DOC-2401-418133,Facturación suscripción anual SaaS cliente ref: DOC-2401-418133
GL-2024-00000134,1,2024-01-01,2024-01-01 21:19:19,ENT-01,CC-100,2.1.01.01,Cuentas por Pagar Proveedores,BALANCE_SHEET,PASIVO,DEBIT,USD,47392.89,1.0,47392.89,DOC-2401-216999,Pago electrónico a proveedor de hardware ref: DOC-2401-216999
